,ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Total_Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1104,4444,1972,42,Undergraduates,Partnered,30023.0,1,0,2014-03-24,28,61,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0
1105,146,1960,53,Doctorates,Single,76045.0,0,0,2013-11-15,78,1323,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0
1106,6271,1952,62,Doctorates,Partnered,50870.0,0,1,2014-06-19,13,63,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0
1107,10065,1970,43,Masters,Partnered,15315.0,0,0,2013-08-03,27,64,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
1108,4741,1974,40,Masters,Partnered,65463.0,1,0,2014-01-30,17,562,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0
1109,246,1965,49,Undergraduates,Partnered,66480.0,1,1,2014-05-31,71,312,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0
1110,375,1954,59,Undergraduates,Single,76773.0,0,0,2013-02-25,79,1156,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0
1111,1524,1983,30,Masters,Single,81698.0,0,0,2013-03-01,1,1104,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1
1112,10022,1973,41,Doctorates,Single,54466.0,1,1,2014-02-09,78,16,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0
1113,7451,1960,54,Masters,Single,98777.0,0,0,2014-02-17,23,2008,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0
1114,11010,1984,29,Doctorates,Single,16269.0,1,0,2013-08-30,75,44,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0
1115,4356,1971,42,Undergraduates,Partnered,71819.0,0,1,2013-08-28,70,1574,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0
1116,3885,1983,30,Doctorates,Partnered,33569.0,1,0,2013-10-16,10,63,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1
1117,1175,1983,30,Masters,Partnered,36262.0,0,0,2013-09-20,24,426,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1
1118,880,1966,47,Primary/Secondary,Partnered,22634.0,0,0,2013-01-16,47,96,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0
1119,2320,1978,35,Masters,Partnered,47025.0,0,1,2013-09-12,98,635,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0
1120,850,1968,45,Undergraduates,Single,70566.0,0,1,2013-10-06,4,757,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0
1121,4713,1979,33,Doctorates,Partnered,31605.0,1,0,2012-11-22,15,125,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0
1122,675,1973,40,Masters,Single,52034.0,1,1,2013-05-17,67,332,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0
1123,5025,1979,35,Undergraduates,Single,48526.0,1,0,2013-12-24,32,135,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0
1124,2308,1954,58,Undergraduates,Partnered,46734.0,0,1,2012-11-18,40,330,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0
1125,5995,1962,50,Undergraduates,Single,39552.0,1,1,2012-12-18,54,384,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1
1126,6749,1966,46,Undergraduates,Single,86358.0,1,1,2012-08-08,78,1722,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0
1127,1010,1977,37,Undergraduates,Partnered,46931.0,2,1,2014-04-24,94,78,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0
1128,8977,1985,28,Primary/Secondary,Single,16581.0,0,0,2013-01-12,51,24,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0
1129,4756,1952,62,Masters,Single,63998.0,0,0,2013-12-20,42,1168,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1
1130,3412,1951,62,Masters,Partnered,67381.0,0,1,2013-01-15,67,957,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0
1131,606,1967,46,Undergraduates,Single,25930.0,1,1,2013-10-10,87,15,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0
1132,5961,1978,36,Undergraduates,Partnered,42693.0,1,0,2014-06-07,29,57,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0
1133,2975,1976,36,Undergraduates,Partnered,85606.0,0,1,2012-11-12,89,1956,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0
1134,2894,1985,28,Undergraduates,Single,72903.0,0,0,2013-10-29,74,2013,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1
1135,7613,1974,40,Masters,Partnered,49669.0,1,0,2014-05-24,97,326,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0
1136,10542,1968,44,Doctorates,Partnered,36778.0,1,1,2012-08-05,63,77,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0
1137,8015,1962,51,Doctorates,Single,85696.0,0,0,2013-05-03,88,1313,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1
1138,10617,1989,25,Masters,Single,10979.0,0,0,2014-05-22,34,30,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0
1139,11166,1961,52,Undergraduates,Partnered,49678.0,0,1,2013-02-02,81,315,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0
1140,849,1953,60,Masters,Partnered,56129.0,0,1,2013-06-20,65,660,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0
1141,523,1989,24,Undergraduates,Partnered,37155.0,1,0,2013-01-31,51,74,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0
1142,4066,1978,36,Masters,Single,21282.0,1,0,2014-05-11,76,46,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0
1143,8414,1962,51,Doctorates,Single,33419.0,0,1,2013-08-17,76,86,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0
1144,819,1945,68,Undergraduates,Single,63285.0,0,0,2013-11-05,84,1103,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0
1145,4961,1974,40,Masters,Partnered,21255.0,1,0,2014-01-21,56,61,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0
1146,749,1981,32,Undergraduates,Partnered,42162.0,1,0,2013-11-19,31,145,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1
1147,5430,1956,56,Undergraduates,Partnered,54450.0,1,1,2012-09-14,0,684,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
1148,7755,1954,59,Doctorates,Partnered,57744.0,0,1,2013-11-12,91,411,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0
1149,10525,1986,26,Undergraduates,Single,26576.0,1,0,2012-10-13,40,27,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1
1150,1453,1943,70,Doctorates,Single,57513.0,0,0,2013-07-06,59,1060,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0
1151,8310,1964,48,Undergraduates,Partnered,68142.0,0,1,2012-08-29,96,1459,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0
1152,10710,1979,33,Undergraduates,Partnered,7500.0,0,1,2012-08-29,61,18,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0
1153,5031,1974,38,Undergraduates,Partnered,83145.0,0,0,2012-09-22,14,1833,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1
1154,2613,1960,54,Masters,Partnered,54197.0,0,1,2014-04-03,16,237,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0
1155,213,1963,51,Doctorates,Single,23091.0,1,1,2014-05-28,98,48,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0
1156,967,1976,37,Undergraduates,Partnered,46049.0,1,1,2013-07-21,11,515,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1
1157,1077,1974,38,Undergraduates,Partnered,56715.0,0,0,2012-12-05,52,1020,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0
1158,7959,1961,53,Undergraduates,Partnered,79410.0,0,0,2014-05-29,19,1370,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0
1159,640,1951,62,Undergraduates,Partnered,57304.0,0,1,2013-03-11,61,1026,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0
1160,4252,1965,49,Undergraduates,Partnered,44375.0,0,1,2014-03-23,73,301,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0
1161,8432,1956,56,Undergraduates,Partnered,54450.0,1,1,2012-09-14,0,684,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
1162,6218,1965,47,Undergraduates,Partnered,59594.0,0,1,2012-10-20,74,499,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0
1163,6905,1994,18,Undergraduates,Partnered,80685.0,0,0,2012-08-22,55,1004,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
1164,5922,1974,39,Doctorates,Partnered,40344.0,0,1,2013-10-13,48,218,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0
1165,3598,1972,41,Undergraduates,Partnered,62710.0,0,1,2013-05-23,53,606,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
1166,6116,1968,45,Masters,Partnered,48985.0,0,1,2013-07-05,13,75,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0
1167,6263,1968,44,Undergraduates,Partnered,35322.0,1,2,2012-08-22,34,106,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0
1168,10486,1948,65,Undergraduates,Partnered,77142.0,0,0,2013-05-29,54,990,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
1169,2410,1969,45,Undergraduates,Single,81657.0,0,0,2014-01-22,69,1097,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0
1170,193,1996,18,Primary/Secondary,Partnered,14421.0,0,0,2014-02-17,81,16,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0
1171,3363,1974,40,Masters,Partnered,20130.0,0,0,2014-03-17,99,34,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
1172,8278,1990,22,Doctorates,Partnered,74214.0,0,0,2012-08-26,3,1711,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0
1173,10660,1957,57,Masters,Partnered,66726.0,1,1,2014-01-12,61,438,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0
1174,8686,1979,34,Primary/Secondary,Partnered,23724.0,1,0,2013-01-08,65,75,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0
1175,1604,1960,53,Masters,Partnered,47353.0,0,1,2013-11-13,93,225,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0
1176,5907,1952,60,Masters,Partnered,33444.0,1,1,2012-11-03,24,18,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
1177,10669,1981,32,Undergraduates,Partnered,54386.0,0,1,2013-05-17,8,470,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0
1178,2918,1981,32,Undergraduates,Single,28510.0,1,1,2013-04-13,72,91,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0
1179,5735,1991,23,Masters,Single,90638.0,0,0,2014-02-13,29,2525,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0
1180,359,1950,63,Undergraduates,Partnered,48070.0,0,1,2013-01-13,33,504,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0
1181,8387,1957,56,Undergraduates,Partnered,43140.0,0,1,2013-01-05,68,235,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0
1182,1829,1961,52,Doctorates,Single,54959.0,0,1,2013-01-19,55,1232,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1
1183,3839,1958,55,Primary/Secondary,Single,15056.0,1,1,2013-05-03,76,88,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0
1184,9392,1971,43,Undergraduates,Single,26954.0,1,0,2014-05-08,17,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
1185,2292,1985,28,Undergraduates,Single,22327.0,1,0,2013-08-02,94,24,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0
1186,10466,1965,48,Undergraduates,Partnered,44393.0,1,1,2013-08-22,86,60,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0
1187,9855,1952,61,Doctorates,Single,62000.0,0,1,2013-08-25,25,1020,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0
1188,4088,1962,50,Doctorates,Partnered,31497.0,0,1,2012-12-06,22,155,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
1189,5231,1974,40,Masters,Partnered,45894.0,0,2,2014-02-27,15,51,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0
1190,590,1970,43,Masters,Single,78579.0,0,0,2012-12-22,35,1812,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1
1191,8732,1969,43,Masters,Single,67369.0,0,1,2012-11-17,81,1461,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1
1192,2315,1960,54,Undergraduates,Single,58401.0,0,1,2014-04-20,55,96,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0
1193,3515,1952,62,Undergraduates,Single,62307.0,0,1,2014-02-17,94,160,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0
1194,2245,1969,44,Masters,Partnered,43641.0,1,1,2013-04-22,50,139,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0
1195,6283,1968,45,Masters,Single,63841.0,0,1,2013-04-21,64,908,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
1196,2246,1965,48,Masters,Partnered,46891.0,0,1,2013-09-01,91,183,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
1197,6606,1969,44,Masters,Partnered,70091.0,1,0,2013-03-31,11,1161,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0
1198,5545,1972,42,Doctorates,Partnered,78075.0,0,0,2014-04-05,72,988,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0
1199,7342,1961,51,Masters,Single,59184.0,0,1,2012-09-09,6,1072,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0
1200,837,1977,36,Undergraduates,Partnered,54809.0,1,1,2013-09-11,0,174,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0
1201,9500,1959,54,Undergraduates,Partnered,58113.0,0,1,2013-01-25,66,758,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0
1202,3602,1958,56,Masters,Partnered,51412.0,0,1,2013-12-31,42,195,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0
1203,234,1979,33,Undergraduates,Single,15287.0,1,0,2012-10-10,60,31,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1
1204,2995,1957,56,Masters,Partnered,66636.0,0,0,2013-08-17,64,1084,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0
1205,1118,1956,57,Masters,Partnered,50965.0,0,1,2013-02-20,87,685,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0
1206,7789,1965,48,Doctorates,Partnered,84618.0,0,0,2013-11-22,96,1672,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0
1207,3068,1990,23,Undergraduates,Partnered,18351.0,0,0,2013-10-29,1,43,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0
1208,8955,1957,57,Doctorates,Partnered,40451.0,0,2,2014-02-16,54,49,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0
1209,945,1965,48,Undergraduates,Partnered,36317.0,0,1,2013-05-22,53,133,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0
1210,5644,1957,56,Undergraduates,Partnered,42213.0,0,1,2013-10-12,96,363,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0
1211,7192,1955,58,Undergraduates,Partnered,65748.0,0,1,2013-04-15,58,545,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0
1212,2324,1972,41,Undergraduates,Partnered,77044.0,0,1,2013-10-27,12,1065,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0
1213,697,1969,44,Undergraduates,Partnered,74918.0,0,0,2013-03-12,78,2047,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0
1214,3439,1972,40,Undergraduates,Partnered,56721.0,1,1,2012-10-31,64,296,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0
1215,1506,1975,38,Undergraduates,Single,42160.0,1,1,2013-06-28,26,140,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1
1216,232,1965,48,Undergraduates,Single,61559.0,0,1,2013-07-17,8,530,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0
1217,8876,1963,49,Doctorates,Partnered,33629.0,1,1,2012-08-08,49,152,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0
1218,4500,1991,22,Doctorates,Partnered,68682.0,0,0,2013-10-06,56,1598,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
1219,9739,1963,50,Undergraduates,Single,34377.0,0,1,2013-01-19,55,114,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0
1220,10395,1986,26,Primary/Secondary,Single,8940.0,1,0,2012-08-22,25,101,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0
1221,1176,1973,40,Undergraduates,Partnered,26228.0,1,0,2013-09-22,50,25,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0
1222,1627,1957,56,Masters,Single,77297.0,0,0,2013-01-26,84,789,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0
1223,938,1981,32,Undergraduates,Partnered,40211.0,1,1,2013-07-30,30,87,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0
1224,2740,1958,55,Doctorates,Single,33438.0,1,1,2013-09-22,81,90,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0
1225,257,1959,54,Doctorates,Partnered,75032.0,0,1,2013-04-28,74,1215,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0
1226,4058,1955,58,Doctorates,Single,61284.0,0,0,2013-10-12,76,811,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0
1227,7736,1986,26,Undergraduates,Partnered,22518.0,1,0,2012-10-22,36,61,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1
1228,8210,1975,38,Masters,Partnered,54730.0,0,1,2013-08-15,64,405,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0
1229,833,1955,59,Masters,Partnered,38452.0,1,1,2014-03-30,62,72,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
1230,6230,1971,42,Undergraduates,Single,44421.0,1,1,2013-02-15,53,189,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0
1231,7325,1986,27,Doctorates,Partnered,38197.0,1,0,2013-06-29,86,40,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0
1232,1307,1978,36,Undergraduates,Single,41986.0,0,1,2014-02-09,15,63,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0
1233,1502,1983,30,Undergraduates,Partnered,28427.0,1,0,2013-03-21,67,52,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0
1234,6211,1976,38,Doctorates,Partnered,37395.0,1,0,2014-05-02,47,39,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0
1235,843,1971,43,Undergraduates,Partnered,64722.0,1,0,2014-05-26,47,805,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0
1236,4174,1956,58,Masters,Partnered,55249.0,0,1,2014-04-17,81,130,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0
1237,9757,1972,41,Undergraduates,Partnered,84906.0,0,0,2013-10-04,98,1631,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0
1238,6918,1989,24,Undergraduates,Partnered,28691.0,1,0,2013-07-04,56,34,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
1239,286,1952,61,Undergraduates,Single,44213.0,1,1,2013-11-29,48,152,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0
1240,11086,1984,30,Primary/Secondary,Single,25707.0,1,0,2014-01-18,18,21,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0
1241,1921,1967,46,Doctorates,Partnered,59062.0,2,1,2013-10-03,74,71,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0
1242,4138,1962,52,Undergraduates,Single,76624.0,0,1,2014-05-24,68,899,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0
1243,7718,1947,67,Masters,Partnered,66000.0,0,0,2014-04-20,36,711,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0
1244,1291,1978,34,Doctorates,Partnered,27683.0,1,0,2012-08-04,90,351,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0
1245,6862,1971,43,Undergraduates,Single,1730.0,0,0,2014-05-18,65,8,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0
1246,4136,1992,20,Primary/Secondary,Single,7500.0,1,0,2012-12-03,63,119,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0
1247,803,1968,45,Undergraduates,Partnered,40521.0,1,1,2013-04-05,82,21,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0
1248,4298,1973,41,Doctorates,Partnered,20427.0,1,0,2014-03-24,63,10,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1249,10833,1975,39,Undergraduates,Partnered,65106.0,0,1,2014-05-24,55,973,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0
1250,9606,1965,48,Doctorates,Partnered,69969.0,0,0,2013-08-27,64,1536,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1
1251,8534,1952,61,Undergraduates,Partnered,67433.0,0,2,2013-07-16,51,992,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0
1252,5153,1967,46,Doctorates,Partnered,77766.0,0,1,2013-02-22,97,1529,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1
1253,961,1972,41,Undergraduates,Partnered,74716.0,0,1,2013-09-12,92,860,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0
1254,5011,1963,50,Undergraduates,Single,68118.0,0,1,2013-10-18,51,928,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
1255,6653,1970,42,Doctorates,Partnered,55158.0,1,1,2012-07-30,72,418,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1
1256,9094,1955,57,Masters,Partnered,62972.0,0,1,2012-08-03,39,587,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1
1257,810,1975,39,Undergraduates,Partnered,74190.0,0,1,2014-05-12,49,641,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0
1258,5493,1976,38,Undergraduates,Partnered,39356.0,1,1,2014-03-19,21,23,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0
1259,2147,1969,44,Undergraduates,Partnered,76653.0,0,0,2013-08-16,91,2279,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0
1260,5107,1973,41,Doctorates,Single,35860.0,1,1,2014-05-19,37,49,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0
1261,3979,1983,30,Doctorates,Single,90687.0,0,0,2013-05-22,98,1779,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1
1262,6049,1982,31,Masters,Partnered,73450.0,0,0,2013-12-05,85,1804,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0
1263,8147,1960,53,Undergraduates,Partnered,31454.0,1,1,2013-07-06,40,48,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0
1264,1857,1952,62,Undergraduates,Single,47139.0,1,1,2014-03-06,2,83,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1
1265,3910,1975,38,Undergraduates,Single,83829.0,0,0,2013-10-08,78,1862,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1
1266,5207,1963,49,Doctorates,Partnered,53378.0,1,1,2012-09-24,41,793,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1
1267,11114,1970,43,Undergraduates,Partnered,19656.0,1,0,2013-02-08,94,84,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0
1268,5429,1948,65,Doctorates,Partnered,45579.0,0,1,2013-08-20,10,183,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0
1269,9400,1958,56,Masters,Single,85485.0,0,0,2014-06-21,73,1383,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0
1270,1740,1944,70,Undergraduates,Partnered,55956.0,0,0,2014-04-07,22,999,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0
1271,7488,1963,50,Masters,Single,64191.0,0,1,2013-01-22,30,825,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0
1272,195,1972,40,Undergraduates,Single,38808.0,1,0,2012-08-26,21,246,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1
1273,635,1966,47,Masters,Partnered,57183.0,1,1,2013-03-19,51,610,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0
1274,7527,1968,44,Masters,Single,23748.0,1,0,2012-11-21,97,76,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0
1275,10319,1971,42,Undergraduates,Partnered,66303.0,0,1,2013-02-26,56,1286,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0
1276,2296,1975,38,Masters,Partnered,37368.0,1,0,2013-12-16,4,30,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0
1277,10637,1964,49,Undergraduates,Partnered,40800.0,1,2,2013-01-01,77,99,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0
1278,2931,1978,34,Undergraduates,Single,71847.0,0,0,2012-09-21,95,1192,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0
1279,907,1975,38,Undergraduates,Partnered,46149.0,0,1,2013-11-29,36,362,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0
1280,3698,1983,29,Undergraduates,Partnered,78687.0,0,0,2012-08-09,13,2130,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1
